Male - Midstream Urine - 11580,Female - Midstream Urine - 26344,Male - Indwelling Catheter - 5383,Female - Indwelling Catheter - 4677,Male - Intermittent Catheter - 4269,Female - Intermittent Catheter - 4828
53.15,24.71,66.53,67.25,61.87813,65.86
53.17,24.71,66.55,67.25,61.89,65.88
53.18,24.72,66.55,67.26,61.8945,65.89
53.19,24.72,66.56,67.27,61.89774,65.9
53.19,24.72,66.56,67.28,61.9,65.91
53.19,24.72,66.56,67.28,61.9,65.916
53.19,24.72,66.58,67.3,61.905,65.93
53.2,24.72,66.58,67.32,61.91146,65.93
53.2,24.72,66.61,67.33,61.927,65.94927
53.2,24.73,66.61773,67.35,61.94,65.95
53.2,24.74,66.62,67.35,61.95751,65.95
53.21,24.74,66.63,67.37,61.96,65.974
53.22,24.74,66.64,67.37,61.982,65.99
53.22,24.75,66.65,67.37,62.004,66.02
53.24,24.75,66.65,67.37638,62.01518,66.02602
53.25,24.75,66.66,67.38,62.029,66.03
53.25,24.75,66.69,67.39,62.04525,66.056
53.25,24.76,66.69,67.39,62.048,66.06
53.25,24.76,66.7,67.39309,62.0589,66.07
53.26,24.76,66.7,67.4,62.07,66.09
53.26,24.77,66.72,67.41,62.07,66.1
53.26,24.77,66.72,67.41,62.07534,66.11
53.26,24.77,66.74,67.42,62.106,66.119
53.29,24.77,66.75,67.43,62.11,66.149
53.29,24.77,66.78,67.45,62.13,66.15
53.29,24.77,66.78,67.45908,62.14,66.18
53.32,24.78,66.79,67.46,62.14,66.19
53.33,24.78,66.81,67.46,62.15,66.21
53.34,24.78,66.82,67.46,62.16576,66.22
53.35,24.79,66.84,67.46161,62.18,66.23
53.36,24.79,66.86,67.47,62.20407,66.23
53.36,24.8,66.86,67.47,62.21,66.25
53.36,24.8,66.86,67.48,62.21,66.259
53.37,24.8,66.86,67.48,62.23,66.308
53.37,24.81,66.86,67.48,62.24,66.31
53.38,24.81,66.86,67.49,62.242,66.31653
53.38,24.81,66.87,67.5,62.25,66.34
53.38,24.82,66.88,67.5,62.27,66.35
53.4,24.82,66.88,67.5,62.27,66.35205
53.4,24.82,66.89,67.51,62.27,66.355
53.41,24.82,66.93,67.51,62.3084,66.36
53.42,24.82,66.95,67.51,62.31,66.37
53.42,24.83,66.95,67.52,62.31366,66.38
53.43,24.83,66.97,67.53,62.338,66.39
53.43934,24.84,66.97,67.53524,62.33825,66.40139
53.44,24.84,66.99,67.54,62.347,66.41
53.45,24.84,67.01,67.56,62.37,66.415
53.45,24.84,67.02,67.56,62.37,66.44
53.46,24.85,67.02,67.57,62.39,66.467
53.46,24.85,67.03,67.57,62.396,66.473
53.47,24.85,67.04,67.58,62.4,66.48
53.47,24.85,67.05,67.58,62.4,66.48
53.47,24.85,67.09,67.58,62.42654,66.48079
53.47,24.85,67.09,67.63,62.44,66.5
53.48,24.85,67.09,67.66,62.44,66.51369
53.48,24.85,67.10322,67.67,62.45,66.53
53.51,24.85,67.11,67.67,62.46,66.54
53.53,24.85,67.12459,67.68,62.46,66.54
53.53,24.86,67.14,67.71,62.46167,66.55
53.53,24.86,67.15,67.71,62.46764,66.56
53.54,24.87,67.15,67.73,62.47,66.574
53.54,24.87,67.16,67.73,62.51,66.58
53.55,24.8751,67.17,67.73,62.51,66.587
53.56,24.88,67.17,67.74,62.52,66.61
53.58,24.88361,67.17721,67.7522,62.53,66.62
53.58,24.89,67.19,67.77,62.54926,66.62
53.59889,24.89,67.19,67.78,62.56023,66.62
53.6,24.9,67.22,67.79,62.579,66.63
53.60643,24.9,67.26,67.79,62.58,66.63
53.61,24.9,67.27,67.79,62.58,66.65
53.61,24.9,67.28,67.79,62.59,66.66
53.61,24.9,67.29,67.8,62.6,66.66
53.63,24.9,67.29,67.81,62.618,66.69
53.64,24.91,67.29,67.82,62.62,66.71
53.65,24.91,67.29229,67.82,62.637,66.71
53.65,24.91,67.31122,67.84,62.642,66.72
53.65,24.92,67.34,67.85,62.65,66.72
53.65,24.93,67.35,67.86,62.65,66.72
53.66,24.93,67.36,67.86,62.689,66.73
53.66,24.93,67.36,67.86,62.73,66.73
53.66,24.93,67.36,67.88,62.79861,66.74
53.68,24.93,67.36848,67.88081,62.8,66.76
53.69,24.94,67.37,67.89,62.818,66.77
53.69,24.95,67.37,67.89,62.826,66.78
53.69,24.95,67.37,67.89,62.83,66.79
53.7,24.95,67.38788,67.89,62.84245,66.8
53.71,24.95,67.39,67.9,62.85,66.8
53.71,24.96,67.39,67.9,62.856,66.8
53.71,24.96,67.39863,67.9,62.878,66.8
53.74,24.96,67.4,67.91,62.88,66.83
53.74,24.96,67.41,67.91,62.88,66.867
53.75,24.97,67.41,67.93,62.8808,66.873
53.76,24.97,67.41,67.95,62.89179,66.88
53.76,24.97,67.4288,67.96,62.892,66.895
53.77,24.97,67.43,67.97,62.9,66.91
53.78,24.97,67.46,67.98,62.93561,66.91094
53.79,24.98,67.47,67.98,62.94,66.92
53.79,24.98,67.49,67.99,62.94,66.93
53.79082,24.98,67.49,67.99,62.97,66.95
53.8,24.99,67.5,68,62.99,66.97
53.8,25,67.51,68,63.00134,66.98
53.8,25,67.54,68.03,63.015,66.98
53.8,25,67.54435,68.03,63.03,66.99
53.8,25,67.56,68.04,63.03,67.01
53.8,25,67.57,68.06,63.034,67.02
53.81,25.01,67.57,68.06,63.048,67.021
53.83,25.01,67.6,68.07,63.05,67.05
53.83,25.01,67.62,68.08,63.07,67.05
53.83,25.01,67.64,68.09,63.08,67.053
53.84,25.02,67.65,68.1,63.09,67.056
53.85,25.03,67.65,68.1,63.16611,67.06
53.85071,25.03,67.65,68.12,63.185,67.067
53.86,25.04,67.65,68.12,63.19,67.07
53.86,25.05,67.66,68.12,63.1904,67.07859
53.86,25.05,67.66,68.12,63.215,67.08
53.89,25.06,67.69,68.12,63.22,67.08
53.89,25.07,67.69748,68.14,63.23,67.1
53.89,25.07266,67.7,68.14,63.23969,67.105
53.91,25.08,67.7,68.15,63.25,67.11
53.92481,25.08,67.71,68.15,63.25,67.163
53.94,25.08,67.72,68.15,63.27583,67.17
53.94,25.08,67.72,68.17,63.28,67.17
53.94,25.08,67.73,68.17084,63.3,67.248
53.94,25.08,67.74,68.17916,63.3,67.26
53.94,25.08696,67.74,68.18,63.31,67.283
53.95,25.09,67.75,68.18,63.314,67.286
53.95,25.09,67.75,68.19,63.32,67.294
53.96,25.09,67.76,68.21,63.32,67.31
53.97,25.09,67.77,68.21,63.322,67.32
53.97,25.09,67.78,68.22,63.34934,67.33
53.99,25.09,67.78,68.22,63.382,67.33
54,25.1,67.78,68.22,63.418,67.35
54.01,25.11,67.8,68.22,63.42,67.36
54.02,25.11,67.8,68.23,63.45,67.37
54.04,25.12,67.82,68.23,63.5,67.41774
54.04,25.12,67.82,68.25,63.51,67.418
54.04,25.12,67.83,68.26,63.51,67.446
54.07,25.12,67.85,68.26,63.51369,67.45
54.07,25.12,67.87,68.27,63.516,67.461
54.07,25.12,67.88,68.27,63.528,67.47
54.07,25.12,67.89,68.28,63.57,67.49
54.07,25.13,67.89147,68.29,63.57,67.49
54.08,25.13,67.9,68.29,63.58,67.51
54.09,25.13,67.93,68.3,63.59,67.52
54.09,25.14,67.94,68.31,63.59,67.54
54.09,25.14,67.94,68.31,63.59882,67.55
54.09,25.14,67.94,68.32,63.6,67.55
54.1,25.14,67.94,68.33,63.61229,67.55477
54.11,25.14,67.94,68.36,63.64,67.58
54.12,25.14,67.97,68.37,63.643,67.59
54.13,25.15,67.97,68.38,63.65,67.61
54.13,25.15,67.98,68.38,63.68,67.62
54.13,25.15,67.98,68.39895,63.69,67.63
54.14,25.15,67.99,68.41,63.7,67.63749
54.14,25.16,68,68.41,63.70601,67.64
54.16,25.16,68.01,68.41,63.708,67.65
54.17,25.16,68.02,68.42,63.71,67.67
54.18,25.16,68.03,68.43,63.73,67.67
54.18,25.16,68.03,68.44,63.73,67.68439
54.18258,25.18,68.03461,68.44,63.74,67.69
54.2,25.18,68.04,68.44,63.801,67.7
54.2,25.18,68.05,68.46,63.81,67.71
54.2,25.18,68.05056,68.46,63.82,67.76
54.23,25.18,68.06,68.48,63.82,67.80429
54.23,25.19,68.06,68.49,63.82,67.81
54.23,25.19,68.06,68.5,63.826,67.81
54.26,25.19,68.06,68.52,63.832,67.81
54.26,25.2,68.07,68.53,63.834,67.816
54.26,25.2,68.07,68.54,63.867,67.826
54.26,25.2,68.09,68.55,63.88,67.83
54.28,25.2,68.1,68.55,63.9,67.84
54.28,25.2,68.1,68.56,63.91,67.84
54.29,25.21,68.11,68.56,63.91,67.89
54.3,25.22,68.11,68.57,63.92,67.91916
54.32,25.22,68.12,68.57,63.92,67.93
54.33,25.22,68.12,68.57,63.93,67.947
54.34,25.22,68.12,68.57,63.936,67.95
54.35,25.22,68.12,68.66,63.94,67.95
54.35,25.22,68.12,68.67,63.96,67.953
54.3579,25.22,68.12,68.68,63.974,67.96
54.36,25.22,68.13,68.68,63.99,67.963
54.38,25.22,68.13,68.69,64.01,67.966
54.38,25.23,68.14,68.71,64.03,67.98
54.4,25.24,68.14,68.71,64.03,67.99
54.4,25.24,68.15751,68.71,64.031,68.01499
54.4,25.24,68.16,68.72,64.05,68.02
54.41,25.24,68.16,68.73,64.054,68.03
54.41,25.24,68.16,68.73,64.08,68.06
54.42,25.25,68.17,68.74,64.08,68.06158
54.44,25.25,68.18,68.74,64.08,68.07
54.45,25.25,68.19,68.74,64.08631,68.07538
54.45,25.26,68.19,68.77,64.103,68.09
54.45041,25.26,68.21,68.78,64.11,68.1
54.47,25.26,68.22,68.79,64.119,68.10819
54.47,25.26,68.23,68.79,64.1219,68.11
54.48,25.26,68.23,68.79,64.13,68.155
54.48,25.26,68.28,68.8,64.16,68.16
54.5,25.27,68.29,68.8,64.2,68.161
54.51,25.27,68.29,68.80435,64.2,68.17
54.51,25.27,68.3,68.82,64.21,68.21
54.52,25.27,68.31,68.82,64.21,68.218
54.53,25.28,68.31,68.82,64.22,68.22
54.54,25.29,68.32,68.83,64.254,68.226
54.54427,25.29,68.34,68.83,64.273,68.23
54.55,25.3,68.34,68.84,64.28,68.23428
54.55,25.3,68.35,68.87,64.29,68.248
54.56,25.3,68.35,68.87,64.3,68.26
54.57,25.31,68.35,68.88,64.32,68.27
54.57,25.31,68.35529,68.89,64.38,68.3
54.57,25.31,68.36,68.91,64.39,68.3
54.58,25.31,68.36,68.92,64.4,68.31
54.58,25.31,68.36,68.94,64.4014,68.311
54.59,25.32,68.37,68.95,64.404,68.314
54.59,25.32,68.37,68.98,64.41,68.32
54.6,25.32,68.37,68.99,64.41,68.33
54.62,25.32,68.38,68.99,64.4151,68.34
54.62,25.32,68.39,68.99832,64.424,68.36
54.63,25.32,68.4,69,64.45,68.363
54.65,25.33,68.41,69,64.46,68.4
54.65,25.33,68.41,69.01,64.46,68.41
54.66,25.33,68.42,69.03,64.49,68.41
54.66,25.33,68.42,69.032,64.5,68.44
54.66,25.34,68.43,69.04,64.5,68.46
54.68,25.34,68.44,69.05,64.508,68.462
54.69,25.34,68.45,69.05,64.51,68.47
54.69,25.35,68.45,69.06,64.53,68.49995
54.69,25.35,68.46,69.06,64.53,68.5
54.69,25.35,68.46,69.07,64.53,68.50531
54.7,25.36,68.46,69.08,64.54,68.52464
54.71,25.36,68.46,69.08,64.56,68.56
54.71,25.36,68.47,69.09,64.56,68.56
54.72,25.36,68.47,69.13,64.56,68.56
54.75,25.37,68.47,69.14,64.563,68.57
54.75,25.37,68.48,69.16,64.58,68.59
54.76,25.37,68.48,69.16,64.626,68.59
54.76,25.37656,68.49,69.18,64.629,68.607
54.77,25.38,68.49,69.19,64.63,68.62
54.77,25.39,68.5,69.19,64.64,68.62
54.77,25.39,68.5,69.21,64.64,68.624
54.77,25.39,68.5,69.22,64.65614,68.64
54.78,25.4,68.51,69.23,64.66,68.64
54.78,25.4,68.52,69.28,64.67,68.64
54.78811,25.4,68.52,69.28,64.692,68.66
54.81,25.4,68.55,69.28,64.7,68.67
54.82,25.4,68.55,69.28,64.73,68.67
54.82,25.4,68.55,69.29,64.73012,68.69
54.82,25.4,68.56,69.3,64.733,68.74
54.82,25.4,68.56,69.33,64.75,68.749
54.83,25.4,68.56,69.35727,64.76,68.76
54.83,25.4,68.56,69.38,64.77,68.76
54.85,25.4,68.57,69.39871,64.78221,68.77
54.85,25.4,68.57,69.43,64.8,68.8
54.86,25.41,68.58,69.44298,64.81,68.8
54.86,25.41,68.59,69.45,64.81,68.801
54.86,25.41,68.59,69.45578,64.815,68.81
54.87,25.41,68.6,69.47,64.82053,68.82
54.87,25.41,68.6,69.48,64.835,68.83
54.88,25.41,68.61,69.48353,64.85,68.84
54.89,25.41,68.63,69.49,64.86,68.85
54.89,25.41,68.64,69.53,64.87,68.87
54.89,25.41,68.66,69.55,64.87807,68.88
54.92,25.42,68.66411,69.56,64.88,68.901
54.92,25.42,68.67765,69.57,64.89,68.91
54.93,25.42,68.7,69.64,64.91416,68.91
54.94,25.43,68.72,69.65,64.92,68.93
54.94,25.43,68.72,69.65,64.93,68.93
54.95,25.43,68.72,69.66,64.938,68.95
54.95,25.44,68.74,69.66,64.94,68.95
54.95,25.44,68.77,69.67,64.97,68.96
54.96,25.45,68.8,69.67,64.98,68.96
54.96,25.46,68.8,69.67,65.026,68.97
54.97,25.46,68.81265,69.67,65.06,68.98
54.97,25.46,68.83,69.67532,65.11366,68.98
54.97,25.47,68.87,69.68,65.12,68.98
54.98,25.47,68.87,69.68,65.12,69
54.99,25.47,68.88,69.69,65.166,69.00133
55,25.48,68.89764,69.7,65.2,69.03
55,25.48,68.9,69.7,65.2,69.059
55,25.49,68.9,69.7,65.21,69.09
55,25.49,68.9,69.73,65.226,69.09
55,25.49,68.91,69.75,65.24,69.09725
55.01,25.49,68.92,69.75,65.25,69.13
55.01,25.49,68.92,69.76,65.25,69.133
55.01,25.49,68.93,69.77,65.25,69.14
55.01,25.49,68.94,69.78,65.29,69.15
55.01,25.51,68.94,69.78,65.3548,69.152
55.02,25.51,68.95,69.78,65.37,69.169
55.03,25.51,68.96,69.79,65.42,69.17
55.05,25.52,68.98,69.8,65.43974,69.17
55.06,25.52,68.98,69.8,65.45,69.18
55.06,25.52,68.98,69.81,65.47039,69.2
55.06,25.52,68.99023,69.82,65.48,69.212
55.06,25.53,69,69.82,65.49,69.23
55.06,25.53,69.01,69.83,65.49,69.245
55.08,25.53,69.02,69.83,65.51,69.25
55.09,25.53,69.02,69.85,65.514,69.254
55.09,25.53557,69.02638,69.85,65.52,69.28
55.1,25.54,69.04,69.86,65.522,69.28
55.12,25.54,69.08,69.86,65.53,69.28
55.13,25.54,69.08,69.87,65.538,69.30277
55.13,25.54,69.08,69.88,65.58,69.32
55.13,25.54,69.09,69.88,65.59,69.33
55.13,25.54,69.1,69.88,65.6,69.33
55.15,25.54,69.11,69.89,65.61,69.37
55.15,25.56,69.12,69.89,65.62,69.38
55.16,25.56,69.12,69.93,65.63,69.38
55.16,25.56,69.12241,69.93,65.64,69.38
55.16,25.57,69.13,69.94,65.654,69.385
55.16,25.57,69.13,69.95,65.67,69.4
55.17,25.57,69.13,69.95,65.689,69.42
55.17,25.58,69.14,69.97,65.73,69.42
55.17,25.58,69.17,69.98,65.73,69.43
55.17,25.58,69.17,69.98,65.8,69.45
55.18,25.58,69.17,69.99,65.80133,69.487
55.19,25.58,69.17667,70.01,65.81505,69.487
55.19,25.58,69.21,70.02,65.821,69.494
55.2,25.58,69.21,70.04,65.83,69.55
55.22,25.58,69.22,70.06,65.834,69.56
55.22,25.58,69.23,70.08,65.85,69.6
55.22,25.59,69.23,70.08,65.868,69.612
55.22,25.59,69.24,70.12,65.878,69.62
55.22647,25.59,69.25,70.14,65.9,69.623
55.23,25.59,69.25,70.14,65.90268,69.63
55.24,25.59,69.25,70.14,65.9087,69.65
55.25,25.6,69.25,70.15,65.911,69.683
55.26,25.6,69.26,70.15,65.93,69.68908
55.29,25.6,69.26,70.16,65.98,69.69
55.29,25.6,69.27,70.19,65.98769,69.69
55.3,25.61,69.27,70.2,65.99,69.69
55.3,25.61,69.28,70.21,66.01,69.69176
55.3,25.61,69.28,70.22,66.03,69.69187
55.31,25.61,69.28902,70.25,66.04,69.7
55.32,25.61,69.29,70.26,66.04,69.73
55.33,25.61,69.30787,70.27,66.06,69.74
55.33,25.62,69.31,70.27,66.078,69.74
55.33,25.62,69.31,70.28,66.081,69.74
55.33,25.62,69.31,70.29,66.09,69.74
55.33,25.62,69.31,70.29,66.09995,69.74
55.34,25.62,69.31,70.34,66.103,69.75
55.34,25.63,69.32,70.39,66.128,69.75
55.35,25.63,69.32,70.41,66.14,69.76
55.35,25.63,69.33,70.47,66.15,69.78
55.37,25.64,69.35,70.49,66.15748,69.79
55.37,25.64,69.36,70.51,66.17,69.8
55.37,25.65,69.37,70.51,66.17964,69.8
55.38,25.65,69.38181,70.52,66.18,69.80419
55.39,25.65,69.39,70.52,66.19,69.81
55.41,25.65,69.39577,70.59829,66.22,69.82
55.42,25.65,69.41,70.61,66.23,69.83
55.42,25.66,69.41,70.66,66.23,69.86
55.42,25.66,69.42,70.66,66.237,69.872
55.43,25.66,69.43,70.67,66.27,69.88
55.43,25.66,69.45,70.67,66.31,69.89
55.44,25.66,69.45896,70.68,66.31,69.89
55.45,25.66,69.46,70.68,66.32,69.9
55.45,25.66,69.46,70.7,66.33,69.9
55.45,25.66,69.46,70.7,66.366,69.91
55.45,25.67,69.46,70.71,66.38,69.91
55.45,25.67,69.46,70.72,66.39363,69.911
55.46,25.67,69.47,70.73,66.41,69.916
55.46,25.67,69.47,70.73,66.41,69.92
55.46,25.68,69.47,70.73,66.412,69.935
55.47,25.68,69.48,70.74,66.42,69.94
55.47,25.68,69.48,70.75,66.42,69.95
55.48,25.68,69.49,70.76,66.45,69.96
55.48,25.68,69.5,70.77,66.45,69.98
55.49,25.68,69.51,70.78,66.46,69.99
55.49,25.68,69.51,70.78,66.47,69.999
55.51,25.69,69.53,70.79,66.473,70
55.51,25.69,69.53872,70.80687,66.47804,70
55.52,25.69,69.54,70.83,66.48,70
55.53,25.7,69.55,70.86,66.495,70.01
55.54,25.7,69.56,70.86,66.5082,70.02
55.54,25.7,69.56,70.86,66.516,70.03
55.54,25.7,69.56,70.87,66.52,70.04
55.55,25.7,69.56,70.87,66.53,70.059
55.55,25.7,69.56,70.88,66.53,70.06
55.55,25.70797,69.56,70.88,66.54,70.06
55.58,25.71,69.57,70.9,66.558,70.07
55.58,25.71,69.57,70.9,66.568,70.08
55.6,25.71,69.57,70.91,66.57,70.089
55.61,25.71,69.59,70.91,66.57,70.1
55.61,25.71,69.6,70.91,66.58,70.103
55.61,25.71,69.6,70.92,66.59,70.11
55.61,25.71,69.6,70.92192,66.59,70.13
55.61,25.72,69.60428,70.93,66.59,70.14
55.63,25.72,69.61,70.93,66.59857,70.14159
55.64,25.72,69.62,70.94,66.60161,70.16
55.65,25.72,69.62,70.94,66.607,70.17
55.65,25.72,69.63,70.94,66.615,70.17
55.65,25.73,69.63,70.96,66.62,70.18
55.68,25.73,69.63,70.97,66.63,70.19
55.69,25.74,69.63701,70.97,66.637,70.22
55.69,25.74,69.65,71.01,66.65,70.22
55.71,25.74,69.65,71.02,66.66,70.22
55.71,25.74,69.65,71.02,66.68,70.24
55.72,25.74702,69.66,71.02103,66.68,70.24
55.73,25.75,69.66491,71.03,66.68095,70.26
55.73,25.75,69.67,71.03,66.69,70.268
55.73,25.76,69.68,71.03,66.71,70.28
55.73,25.76,69.68,71.05,66.72,70.28
55.73,25.76,69.68102,71.07,66.722,70.3
55.74,25.76,69.7,71.07,66.73,70.31
55.74,25.77,69.7,71.11,66.736,70.31
55.75,25.78,69.71,71.11,66.74,70.32
55.75,25.78,69.71,71.14,66.79,70.336
55.76,25.8,69.72,71.15,66.79,70.34
55.76,25.8,69.72,71.16,66.799,70.35
55.76,25.8,69.72,71.16,66.812,70.385
55.76,25.8,69.72,71.18,66.81234,70.399
55.77,25.80931,69.74,71.2,66.81251,70.4
55.77,25.81,69.76,71.2,66.82,70.41
55.79,25.81,69.76,71.21,66.83695,70.43
55.79,25.81,69.77676,71.21,66.862,70.431
55.8,25.81,69.78,71.23,66.88,70.44
55.8,25.82,69.79,71.23,66.88928,70.45
55.81,25.82,69.79,71.23,66.9,70.453
55.81,25.82,69.79,71.23,66.908,70.46
55.82,25.82,69.8,71.25,66.91,70.48
55.82,25.83,69.8,71.25,66.9136,70.49
55.83,25.83,69.8,71.26,66.919,70.5
55.83,25.84,69.81,71.27,66.93,70.51
55.83458,25.84,69.81,71.27,66.966,70.52
55.84,25.84,69.83696,71.27,66.97,70.53
55.84,25.85,69.84822,71.28,66.97,70.53
55.85,25.85,69.85,71.28,66.982,70.54
55.85,25.85,69.85,71.28385,66.99,70.55
55.85,25.85337,69.86,71.29,67.01,70.59
55.85,25.86,69.86,71.29,67.018,70.61
55.86,25.86,69.86,71.31,67.02,70.62
55.87,25.86,69.86,71.32,67.02874,70.62
55.87,25.86,69.87808,71.33,67.03,70.62
55.88,25.86,69.88,71.35,67.03,70.629
55.89,25.87,69.88,71.37,67.05,70.64
55.9,25.87,69.89,71.38,67.06,70.64
55.9,25.87,69.89,71.38,67.08,70.66
55.91,25.88,69.91,71.4,67.08,70.66
55.91,25.88,69.91,71.40459,67.08,70.67
55.91,25.89,69.92,71.41,67.09,70.67
55.92,25.89,69.93283,71.41,67.09724,70.672
55.93,25.89,69.94,71.43,67.108,70.68
55.93,25.89,69.95,71.44,67.11,70.69
55.93,25.9,69.95,71.45,67.12,70.69
55.94,25.9,69.95,71.45,67.13557,70.705
55.94,25.9,69.95,71.45,67.16581,70.71
55.95,25.91,69.96,71.46,67.18,70.72
55.96,25.91,69.97,71.47,67.18,70.736
55.97,25.91,69.99,71.47,67.19,70.74
55.97909,25.92,69.99,71.47,67.221,70.76
56,25.92,70.02,71.48,67.22876,70.76079
56.01,25.92,70.03,71.48,67.23,70.78
56.02,25.93,70.04,71.52,67.251,70.79
56.02,25.93,70.05,71.52,67.26,70.8
56.02,25.93,70.08,71.54,67.27,70.801
56.03,25.93,70.08,71.56,67.28,70.81
56.03,25.93335,70.09,71.59,67.281,70.83
56.03,25.94,70.1,71.59822,67.29,70.84
56.03,25.94,70.11,71.61,67.31,70.85
56.03,25.94,70.12,71.61,67.32,70.93
56.04,25.94,70.13,71.61283,67.357,70.94
56.05,25.94,70.14,71.63,67.37,70.94
56.06,25.95,70.16,71.63,67.38,70.94
56.06,25.95,70.16,71.63,67.39309,70.94
56.07,25.95,70.17,71.64,67.43,70.94
56.07,25.95,70.17,71.66,67.44,70.96
56.07,25.95,70.18,71.66214,67.44,70.96
56.07,25.95,70.19,71.67,67.45,70.97
56.07,25.96,70.19,71.67,67.48,70.97
56.07,25.96,70.19,71.67,67.49,70.98
56.07,25.96,70.19,71.68,67.55,71.02
56.08,25.96,70.19,71.68,67.57,71.03
56.08,25.96,70.19,71.69,67.57397,71.03
56.1,25.97,70.2,71.69,67.59,71.05
56.1,25.97,70.2,71.69,67.59,71.05
56.11,25.97,70.2,71.69,67.59,71.05
56.11,25.97,70.2,71.7,67.601,71.08
56.12,25.98,70.2,71.7,67.60686,71.09
56.13,25.98,70.21,71.72,67.69,71.09
56.13,25.99,70.22,71.73,67.70837,71.09
56.13,25.99,70.23,71.73,67.71,71.1
56.14,25.99,70.23,71.7301,67.71,71.11
56.15,26,70.24,71.74,67.72,71.133
56.15,26,70.24,71.74,67.72,71.13562
56.15,26,70.24,71.74709,67.722,71.14
56.15,26,70.24,71.75,67.73,71.15
56.16,26,70.24,71.75,67.753,71.17
56.16,26,70.25,71.77,67.807,71.185
56.16,26.01,70.25,71.81,67.82602,71.204
56.16,26.01,70.27,71.82,67.84,71.24
56.17642,26.01,70.27,71.82,67.845,71.24
56.18,26.01,70.27,71.83,67.84793,71.245
56.18,26.02,70.28,71.83,67.85,71.259
56.18,26.02,70.28,71.84,67.87,71.27
56.2,26.02,70.29,71.84,67.88,71.28
56.2,26.03,70.29776,71.85,67.89,71.294
56.2,26.03,70.3,71.85,67.89,71.3
56.21,26.03,70.32,71.87852,67.89727,71.3
56.22,26.03,70.32,71.9,67.911,71.34
56.23,26.04,70.34,71.9,67.92,71.34
56.24,26.04,70.36,71.91,67.94,71.34
56.25,26.04,70.37,71.94,67.94,71.34
56.26,26.04,70.37,71.95,67.968,71.35
56.26,26.04,70.37,72.03,67.98,71.39
56.29,26.05,70.38,72.04,67.99,71.4
56.3,26.05,70.39,72.04,67.99044,71.4
56.32,26.05,70.39,72.06,68.01777,71.4
56.34,26.06,70.4,72.06,68.02,71.42
56.34,26.06,70.4,72.08,68.02334,71.47258
56.34,26.06,70.4,72.08,68.05,71.48
56.34,26.06,70.42,72.08,68.053,71.48
56.34,26.06,70.42,72.09,68.07,71.49
56.34,26.07,70.42,72.1,68.09,71.5
56.35,26.07,70.43,72.1,68.1,71.5
56.35,26.07,70.43,72.11,68.11,71.5
56.35,26.08,70.44,72.11,68.13014,71.51
56.36,26.08,70.44845,72.13,68.14,71.531
56.37,26.09,70.45,72.13,68.141,71.59
56.37,26.09,70.46,72.15,68.17,71.59
56.38,26.1,70.47584,72.15,68.19,71.6
56.38,26.1,70.48324,72.17,68.22,71.6
56.38,26.1,70.49,72.17,68.25,71.62
56.4,26.11,70.5,72.18,68.26,71.627
56.4,26.11,70.51,72.19,68.2895,71.63
56.41,26.11,70.51,72.2,68.29,71.63
56.41,26.12,70.52,72.21,68.32191,71.637
56.42,26.12,70.52,72.22881,68.325,71.64
56.42,26.13,70.53,72.23,68.33,71.66
56.42,26.13,70.53,72.23,68.33,71.68
56.43,26.13,70.54,72.24,68.33,71.68678
56.43,26.13,70.54,72.25,68.34108,71.71
56.45,26.14,70.56,72.26,68.36,71.71
56.45,26.14,70.56,72.26,68.36,71.71372
56.45118,26.14,70.56,72.26,68.374,71.72
56.46,26.14,70.56,72.27,68.4,71.72244
56.47,26.14,70.56,72.28,68.4,71.747
56.47,26.15,70.57,72.28,68.41,71.76
56.47,26.15,70.57,72.29,68.43,71.79
56.47,26.15,70.57,72.32,68.44294,71.8
56.47,26.15,70.58,72.33,68.46,71.8
56.49,26.16,70.59,72.34,68.46,71.82
56.49,26.16,70.6,72.35,68.5,71.83
56.5,26.16,70.6,72.35,68.50549,71.83147
56.5,26.16,70.6,72.35,68.52244,71.834
56.5,26.17,70.61,72.36,68.53,71.84
56.51,26.17,70.61,72.36,68.53,71.84
56.51,26.17,70.61,72.39,68.54,71.851
56.51913,26.17,70.62,72.39,68.54,71.878
56.52,26.18,70.62,72.4,68.557,71.9
56.52,26.18,70.65649,72.4,68.55752,71.911
56.52,26.18,70.6668,72.4,68.58,71.91642
56.53,26.18,70.67,72.41,68.6,71.952
56.54,26.18,70.67,72.42,68.61,71.96811
56.54,26.18,70.67,72.43,68.62,71.977
56.54,26.19,70.68,72.44,68.628,71.98
56.55,26.19,70.68,72.45,68.63,71.985
56.56,26.19,70.69,72.46,68.63,72.02
56.56,26.19,70.69,72.46,68.63,72.05341
56.56,26.2,70.69,72.47,68.65,72.083
56.57,26.2,70.7,72.48,68.69,72.089
56.57,26.2,70.7,72.48,68.71,72.09
56.57,26.2,70.72,72.49,68.74,72.09
56.57,26.2,70.73,72.51,68.75,72.1
56.58,26.21,70.73,72.51,68.75496,72.1164
56.59,26.21,70.74,72.52,68.76,72.12
56.59,26.21,70.74,72.52,68.77135,72.14
56.6,26.22,70.75,72.53,68.79,72.1493
56.61,26.22,70.75,72.54,68.79859,72.16
56.61,26.22,70.76,72.55,68.8,72.17
56.62,26.22,70.77,72.55,68.82874,72.18
56.62,26.22,70.78,72.56,68.83,72.18
56.62,26.23,70.79,72.57,68.83,72.19
