Male - Midstream Urine - 11580,Female - Midstream Urine - 26344,Male - Indwelling Catheter - 5383,Female - Indwelling Catheter - 4677,Male - Intermittent Catheter - 4269,Female - Intermittent Catheter - 4828
33.28,19.69418,44.31144,43.79,35.31367,39.114
33.29,19.7,44.31608,43.79,35.333,39.16
33.35,19.7,44.32,43.8,35.36,39.17
33.39,19.7,44.34,43.86,35.36,39.174
33.39,19.7,44.35,43.89,35.39,39.193
33.39,19.71,44.37,43.89143,35.393,39.21
33.43,19.71,44.37,43.98,35.41,39.23
33.45,19.71,44.37,43.99,35.43,39.234
33.46,19.72,44.37671,44.01,35.47,39.25
33.46178,19.72,44.38183,44.01,35.489,39.27
33.46179,19.72,44.4122,44.02,35.51,39.27255
33.47,19.72,44.47,44.06,35.51646,39.283
33.47,19.73,44.55,44.09209,35.541,39.3
33.48,19.73,44.59,44.13,35.566,39.32
33.5,19.73,44.61,44.15,35.58,39.42
33.53,19.73,44.68,44.16,35.59,39.42
33.55,19.74,44.68,44.17,35.6,39.43
33.55,19.75,44.71,44.27,35.68,39.43
33.55,19.75,44.72,44.29,35.714,39.432
33.57,19.75,44.79,44.32,35.75,39.46
33.59,19.76,44.81,44.34,35.76,39.47
33.6,19.76,44.81472,44.35,35.78,39.48
33.64,19.77,44.8781,44.36,35.793,39.51
33.65,19.77,44.92,44.38,35.85,39.52
33.66,19.77,45.02,44.4,35.87,39.533
33.68,19.77,45.05,44.41,35.88,39.579
33.69766,19.78,45.05,44.42,35.988,39.58
33.7,19.78,45.13,44.43,36.032,39.656
33.74,19.78,45.16,44.46,36.08076,39.66
33.75,19.78,45.16,44.54,36.09,39.695
33.76,19.78,45.16,44.57,36.15,39.73
33.77,19.8,45.19,44.64,36.15,39.766
33.78,19.8,45.2,44.66,36.16,39.766
33.78,19.8,45.21829,44.66,36.16,39.779
33.8,19.8,45.22,44.72,36.17,39.785
33.8,19.81,45.27,44.72,36.171,39.84
33.8,19.81,45.31,44.73,36.26,39.84244
33.81,19.83,45.31,44.77,36.33007,39.85609
33.81,19.84,45.34,44.79,36.3712,39.89
33.84,19.84,45.37,44.82,36.39,39.91
33.9,19.85,45.5,44.82,36.393,39.91
33.9,19.86,45.65,44.84,36.48,39.938
33.91,19.86,45.67,44.94,36.52,39.95
33.95,19.86,45.71,44.95,36.52762,40
33.95,19.86,45.8,44.97,36.54,40
34,19.86,45.83,44.98,36.54,40.007
34,19.86,45.83,44.98,36.54,40.01
34,19.87,45.83,44.99,36.59,40.04
34.03,19.87,45.84,45,36.604,40.05
34.04,19.87,45.91,45,36.61,40.09
34.04,19.88,45.92,45.01,36.62,40.09
34.04,19.88,45.94655,45.02,36.62326,40.11
34.12,19.88,45.99,45.02,36.69,40.111
34.13,19.88,45.99,45.05,36.72,40.119
34.13,19.89,46.06434,45.06,36.75,40.119
34.21,19.89,46.2,45.07,36.75,40.141
34.21,19.89,46.2,45.08,36.76,40.15
34.21,19.89,46.28,45.09,36.76872,40.16
34.23,19.89,46.28,45.1,36.8,40.22
34.32,19.89,46.34,45.11,36.8,40.22
34.32,19.9,46.36,45.15,36.80412,40.23
34.32,19.9,46.37,45.17,36.834,40.24
34.33,19.91,46.38,45.17095,36.83973,40.25
34.39,19.91,46.44,45.22,36.84,40.265
34.39,19.91,46.46732,45.3,36.88,40.278
34.39,19.92,46.49,45.31,36.881,40.3
34.4,19.92,46.5,45.42,36.92466,40.33
34.43,19.94,46.51,45.58,36.93,40.4
34.46,19.94,46.52,45.6,37.02,40.41231
34.46,19.94,46.52,45.66,37.05,40.415
34.49,19.94,46.57,45.67,37.05065,40.44
34.51,19.95,46.58,45.71,37.1,40.47
34.52,19.96,46.6,45.9,37.11,40.51
34.52,19.96,46.61,45.93,37.139,40.52
34.53,19.96,46.72,46.02,37.20956,40.59
34.54,19.97,46.75,46.13,37.21775,40.623
34.57,19.97,46.78,46.14,37.226,40.64
34.58,19.98,46.78,46.16,37.27,40.68
34.58,19.98,46.79,46.16,37.27804,40.68
34.61,19.99,46.8,46.17,37.3,40.76
34.61,19.99,46.81,46.2289,37.32,40.76
34.64,20,46.85,46.23,37.35,40.769
34.64,20.01,46.87,46.3,37.355,40.8589
34.65,20.01,46.91,46.42,37.36,40.86
34.65,20.01,46.93,46.46,37.36573,40.86
34.7,20.02,46.93,46.47,37.388,40.93
34.72,20.02,46.95,46.53,37.39,40.96
34.76,20.02,46.97,46.6,37.40188,40.97
34.77,20.03,47.07,46.68,37.42,40.977
34.78,20.03,47.1,46.72,37.43,40.979
34.79,20.03,47.1,46.73,37.462,40.98
34.81,20.03,47.1,46.74,37.468,40.99
34.86,20.03,47.23,46.74,37.48,41.048
34.89,20.04,47.24,46.78,37.48,41.05
34.9,20.04,47.25,46.83,37.481,41.07
35.02,20.04,47.25,46.89,37.49,41.08
35.04,20.05,47.31959,46.91,37.49182,41.09
35.06,20.05,47.32188,46.96,37.52,41.1
35.17,20.05,47.38,47.05,37.52,41.174
35.18,20.05,47.4,47.06,37.52,41.21
35.19,20.06,47.46,47.08,37.54,41.221
35.2,20.06,47.63,47.1,37.66,41.31
35.21,20.07,47.63,47.11,37.66,41.33
35.23,20.09,47.66,47.12,37.7,41.39
35.25,20.1,47.67,47.12,37.72,41.41
35.27,20.1,47.73,47.13,37.73,41.42
35.33,20.11,47.78,47.17,37.77394,41.45
35.36,20.13,47.82,47.18,37.783,41.49
35.37,20.13,47.85,47.18,37.79,41.5
35.38,20.13,47.9,47.19,37.8,41.544
35.38,20.14,47.9,47.2,37.82055,41.58
35.43,20.14,47.91,47.2,37.83,41.6
35.45,20.14384,47.95,47.22,37.848,41.65
35.45,20.15,47.96,47.23,37.86,41.66
35.47,20.15,47.97,47.24,37.87803,41.66
35.48,20.16,47.98,47.26,37.88357,41.662
35.49,20.17,47.99,47.28,37.92,41.69
35.49453,20.17,48,47.29,37.97943,41.7
35.53,20.18,48.02,47.29,37.99,41.72461
35.53,20.18,48.02,47.36,37.99,41.73
35.54,20.18,48.04,47.37,37.99638,41.73
35.57,20.19,48.05,47.38,38.082,41.74
35.58,20.19,48.06,47.39,38.09,41.83
35.59,20.21,48.07,47.42,38.105,41.85
35.61,20.21,48.08,47.45,38.11,41.89
35.62,20.21474,48.12,47.49,38.12,41.89
35.74,20.22,48.12,47.50514,38.13,41.91
35.76,20.22,48.13055,47.52,38.133,41.93
35.78,20.23,48.21,47.52,38.149,41.94
35.82,20.24,48.25,47.61,38.15,41.952
35.85,20.25,48.27,47.63,38.168,41.96
35.86,20.25,48.29,47.63,38.19,42.007
35.89,20.25,48.3,47.64,38.193,42.04
35.89,20.25,48.31,47.64,38.202,42.05067
35.91,20.26,48.34,47.66,38.25067,42.17
35.92,20.26,48.38,47.6672,38.258,42.19
35.93,20.26,48.4,47.68,38.28406,42.21
35.95,20.26,48.43,47.71,38.3,42.23
35.96,20.26,48.58,47.72,38.36,42.24253
35.96,20.28,48.59596,47.74,38.38,42.344
36.01,20.28,48.64,47.80734,38.39,42.35
36.03,20.29,48.65,47.82,38.478,42.38
36.05,20.31,48.65,47.83,38.4943,42.39
36.07,20.31,48.68,47.83,38.52,42.456
36.11,20.32,48.7,47.9,38.63,42.51
36.12,20.32,48.75,47.93,38.65,42.51
36.17,20.32,48.85,47.94,38.667,42.51145
36.17,20.34,48.87,47.95,38.74092,42.51921
36.19,20.34,48.9,48.01,38.82,42.53
36.2,20.34,48.91,48.03,38.82884,42.53013
36.22,20.34,48.91,48.04,38.87,42.541
36.23,20.34,48.97,48.1,38.92,42.56
36.25,20.35,49.06,48.18,38.99,42.57
36.27,20.35,49.11,48.18,39.02,42.59
36.28,20.35,49.17,48.18,39.03,42.59
36.29,20.36,49.19,48.19,39.03,42.67036
36.29,20.36,49.2,48.23,39.05,42.73
36.31,20.37,49.24,48.23,39.059,42.73
36.31,20.37,49.28,48.29,39.059,42.78
36.31,20.37,49.32,48.29,39.089,42.81
36.31,20.38,49.36,48.33,39.12,42.83
36.32,20.39,49.36,48.35,39.12514,42.85888
36.36,20.39,49.4,48.37,39.16,42.88
36.38,20.39,49.43,48.37,39.168,43.02
36.41,20.39,49.43,48.38,39.172,43.029
36.43,20.39,49.54,48.38,39.19,43.03975
36.47,20.39,49.54,48.39,39.23973,43.067
36.48,20.4,49.56,48.4,39.27551,43.069
36.48,20.4,49.56,48.42,39.278,43.07
36.5,20.4,49.69,48.43,39.28,43.08
36.51,20.41,49.73,48.43,39.29,43.18218
36.53,20.41,49.75,48.45,39.30544,43.24
36.53287,20.42,49.85,48.49,39.33,43.25
36.57,20.42,49.86,48.5,39.35479,43.26
36.61,20.43,49.87,48.54,39.4,43.28
36.62,20.43,49.93,48.59,39.41,43.29
36.66,20.43,49.93,48.6,39.43,43.3
36.69,20.43,49.93,48.64,39.43,43.3
36.7,20.45,49.95,48.64,39.45,43.33
36.75,20.45,49.97,48.69,39.5,43.34
36.78,20.45,49.97,48.7,39.52,43.37
36.8,20.46,50,48.71,39.52188,43.4
36.8,20.46,50.01,48.72,39.55476,43.42
36.82,20.47,50.05,48.73,39.57,43.48
36.83,20.47,50.09,48.75,39.58,43.51
36.83,20.48,50.09,48.76,39.58,43.54
36.84,20.48,50.09,48.76,39.6,43.58217
36.85,20.48,50.13,48.76346,39.62,43.77
36.87,20.48,50.14,48.77,39.63,43.8
36.91,20.49,50.17,48.78,39.63,43.8
37.03,20.49,50.18,48.78,39.63,43.81
37.04,20.5,50.29,48.79,39.64,43.83
37.06,20.51,50.3,48.8,39.662,43.84
37.08,20.51,50.33611,48.81,39.664,43.85
37.13,20.51,50.4,48.82,39.69,43.87
37.15,20.51,50.46,48.83,39.69,43.88
37.15,20.52,50.49,48.83,39.7,43.89
37.17,20.53,50.54,48.83,39.74,43.92
37.17,20.53,50.54981,48.85,39.747,43.94
37.17,20.54,50.55,48.86,39.76,43.95
37.17,20.54,50.55446,48.9,39.77119,43.96
37.18,20.54,50.56,48.9,39.79,44.06
37.25,20.54,50.57,48.91,39.82,44.08
37.26,20.54,50.6,48.92,39.85,44.144
37.32,20.54,50.61,48.94,39.916,44.193
37.33,20.54,50.63,48.94,39.919,44.22
37.34,20.54,50.63,48.97,39.93,44.289
37.38,20.54,50.63,48.98,39.93,44.34
37.38,20.55,50.66124,49,39.9356,44.347
37.38,20.56,50.67,49,39.94,44.36843
37.39,20.56,50.69,49,39.95,44.399
37.41,20.56,50.71,49.02,39.95473,44.407
37.48,20.56,50.71,49.06,40.007,44.42
37.53,20.56,50.79,49.07,40.02,44.44
37.55,20.57,50.8,49.08,40.053,44.47
37.62,20.57,50.8,49.08,40.062,44.49177
37.63,20.59,50.82,49.1,40.08,44.56
37.63,20.59,50.85,49.13,40.08,44.57
37.66,20.59,50.88,49.15,40.11,44.6
37.66,20.6,50.89,49.15498,40.116,44.607
37.67,20.6,50.91,49.17,40.166,44.62
37.68,20.6,50.9434,49.17,40.19553,44.72
37.68,20.6,50.99,49.18464,40.21,44.824
37.7,20.6,51.02,49.19003,40.26,44.87
37.71,20.61,51.05,49.21,40.31,44.91
37.74,20.61,51.08,49.22,40.34,44.93
37.76,20.61,51.09,49.24,40.4,44.96
37.76,20.62,51.17,49.25,40.437,45.03
37.77,20.62,51.18,49.26,40.44,45.075
37.78,20.62,51.19,49.27,40.484,45.089
37.79,20.63,51.2,49.27,40.492,45.16
37.81,20.63,51.23,49.34,40.519,45.17
37.85,20.63,51.29,49.34,40.552,45.17095
37.86,20.63,51.42,49.4,40.57,45.27
37.87815,20.63164,51.45,49.42,40.6,45.3
37.88,20.64,51.49,49.43,40.615,45.32
37.89,20.64,51.49,49.4312,40.62,45.32
37.89,20.65,51.56,49.44,40.63,45.46
37.91,20.65,51.59,49.44,40.692,45.49
37.99,20.66,51.59,49.46,40.716,45.5
37.99,20.66,51.59558,49.46,40.755,45.54
38.03,20.67,51.63,49.47259,40.763,45.544
38.05,20.67,51.67,49.5,40.76352,45.55
38.05,20.67,51.67,49.5,40.86,45.56
38.05,20.68,51.69,49.51,40.89,45.58
38.05,20.68,51.73,49.52,40.9,45.588
38.05,20.68,51.77,49.52159,40.95204,45.6
38.06,20.68,51.8,49.56,40.958,45.617
38.07,20.68,51.8,49.57,40.96,45.646
38.12,20.68,51.81,49.59,40.98,45.65
38.15,20.68,51.85,49.63,40.99,45.69
38.15,20.68,51.88,49.66765,41.034,45.711
38.17,20.69,51.88,49.69,41.086,45.72
38.17,20.69,51.92,49.71,41.1,45.74
38.17,20.69,51.93529,49.71,41.105,45.761
38.19,20.7,51.94,49.71,41.10821,45.772
38.23,20.7,51.95,49.72,41.11,45.8
38.24,20.7,51.97,49.72504,41.15,45.85
38.26,20.7,51.97,49.74,41.16,45.87
38.26,20.71,52,49.75,41.16,45.93
38.27,20.71,52.04,49.76,41.16624,45.933
38.27535,20.72,52.05,49.77,41.2,45.96031
38.3,20.72,52.05,49.78,41.287,45.99
38.33,20.72,52.08,49.79,41.32,46.021
38.35,20.72,52.14,49.81,41.325,46.07
38.35,20.72,52.16,49.83,41.38,46.11
38.36,20.73,52.2,49.86,41.426,46.14
38.36,20.73,52.23,49.87,41.437,46.2
38.37,20.74,52.24,49.95,41.44,46.27
38.37,20.74,52.27,49.95,41.56,46.289
38.38,20.74,52.29,49.96,41.59588,46.31365
38.43,20.75,52.3,50.03,41.63,46.32
38.44,20.76,52.31,50.04,41.678,46.34
38.47,20.76,52.32,50.13,41.74,46.34
38.49,20.76,52.32,50.16,41.75,46.3794
38.49,20.77,52.35,50.18,41.77,46.38
38.5,20.78,52.42,50.25,41.831,46.41
38.51,20.78,52.42,50.26,41.85,46.42874
38.54,20.79,52.4315,50.26,41.87526,46.49
38.55,20.79,52.44,50.28,41.95,46.49
38.58,20.8,52.44236,50.3,41.999,46.56
38.59,20.8,52.45,50.32,42.01,46.57
38.61,20.81,52.46,50.32,42.07,46.63
38.62,20.81,52.46,50.35,42.11342,46.68
38.63,20.81,52.49,50.37,42.14,46.76
38.63,20.82,52.55,50.39,42.207,46.774
38.63,20.82,52.56,50.4,42.237,46.796
38.66,20.82,52.56,50.45,42.24,46.8
38.68,20.82,52.61,50.48049,42.32,46.804
38.69,20.83,52.61832,50.49,42.3438,46.91
38.7,20.83,52.62,50.49,42.349,47.03
38.75,20.83,52.62,50.49,42.35,47.05
38.78,20.83,52.63,50.5,42.37,47.07
38.8,20.83,52.64,50.51,42.48,47.10825
38.82,20.84,52.65,50.52,42.49451,47.16
38.82,20.84,52.65,50.53,42.60409,47.16
38.84,20.85,52.67,50.53,42.60954,47.218
38.86,20.85,52.68645,50.54,42.62,47.29
38.86,20.85,52.73,50.54,42.72,47.35
38.87,20.86,52.73,50.54,42.76,47.355
38.93,20.86,52.75,50.54,42.8,47.36
38.95,20.86,52.76,50.57,42.8,47.36
38.96,20.86,52.8,50.57,42.84,47.37
38.96,20.87,52.81,50.6,42.85,47.45
38.97,20.87,52.81,50.61,42.87,47.49
38.97,20.87,52.82,50.61495,42.89,47.51
38.97158,20.87,52.83,50.62,42.93,47.5493
39.02,20.88,52.84,50.66,42.95,47.56
39.05,20.88,52.86,50.66,42.97,47.57
39.05,20.88,52.87,50.67,42.99,47.58
39.06,20.88,52.87303,50.73,43.01,47.6
39.07,20.89,52.88,50.74,43.03,47.72
39.12,20.89,52.88,50.74,43.034,47.75
39.14,20.89,52.88,50.75,43.06,47.76
39.17,20.9,52.9,50.79,43.078,47.79
39.2,20.91,52.91,50.81,43.09,47.81
39.2,20.91,52.91,50.81,43.18493,47.82
39.21,20.91,52.91143,50.85,43.185,47.88
39.24,20.91,52.92,50.85,43.19,47.906
39.28,20.92,52.92,50.88,43.23475,47.92
39.31,20.92,52.92,50.88,43.25,47.95
39.33,20.92,52.92,50.91,43.256,48.03
39.35,20.92,52.94,50.91,43.3,48.05
39.42,20.92,52.94,50.92,43.31373,48.15
39.42,20.93,52.95,50.93,43.32,48.169
39.43974,20.93,52.95,50.93,43.33,48.174
39.44,20.93,52.96,50.93834,43.35,48.2
39.44,20.93,52.97,50.95,43.36,48.2
39.44,20.93,52.97,50.97,43.40691,48.23
39.47,20.94,52.99,50.97,43.42602,48.23
39.47,20.95,53.06,50.97,43.43,48.27
39.47,20.95,53.07,50.98,43.45,48.278
39.47,20.95,53.07,50.98,43.47,48.28
39.48,20.95,53.07258,51.01,43.49,48.28
39.49,20.96,53.09,51.02,43.491,48.28904
39.49,20.96,53.1,51.04,43.5,48.32
39.49,20.97,53.1,51.05,43.53,48.34
39.49,20.97,53.13,51.05889,43.53016,48.34106
39.54,20.97,53.16,51.07,43.64027,48.371
39.55,20.97,53.17,51.09996,43.71,48.39862
39.55,20.98,53.18,51.11,43.72,48.41
39.55,20.98,53.18,51.12,43.73,48.48
39.57,20.99,53.2,51.14982,43.75477,48.48
39.59885,20.99,53.2,51.1635,43.788,48.51
39.6,20.99,53.2,51.17,43.79,48.52
39.62,20.99945,53.22,51.18,43.91634,48.53
39.65,21,53.22,51.2,43.92,48.54656
39.66,21.01,53.23,51.2,43.94,48.55
39.67,21.01,53.23,51.2,43.947,48.558
39.68,21.01,53.25,51.21,43.97,48.56574
39.68,21.02,53.26,51.23,43.98,48.57
39.68,21.02025,53.28,51.26,44.048,48.59
39.7,21.03,53.29,51.28,44.23,48.65
39.7,21.03,53.3,51.29,44.234,48.65
39.75,21.04,53.31,51.31,44.275,48.66
39.77,21.04,53.31,51.34382,44.29178,48.713
39.79911,21.05,53.32,51.35,44.48,48.72
39.81,21.05,53.36,51.35,44.62,48.73
39.81,21.05,53.37,51.38,44.65,48.75
39.83,21.05,53.37,51.39,44.69,48.75
39.87,21.06,53.39,51.4,44.774,48.76
39.88,21.07,53.43,51.41,44.79,48.76
39.89,21.07,53.43,51.42,44.8,48.77
39.89,21.08,53.44,51.42,44.804,48.82
39.9,21.08,53.44,51.42928,44.8123,48.845
39.9,21.09,53.45,51.43,44.84,48.87
39.91,21.09,53.48,51.44,44.9,48.88
39.91,21.09,53.48,51.45,44.90822,48.89
39.96,21.09,53.5,51.45,44.93,48.89
39.96,21.1,53.51,51.46,44.941,48.94
39.97,21.11,53.51,51.46,44.96,48.96
39.97,21.11,53.52,51.48,44.974,49
39.99,21.12,53.52,51.51,44.99,49
39.99,21.13,53.54,51.52,45.00408,49.03
40,21.13,53.54,51.52,45.03,49.03
40.01,21.14,53.55,51.52,45.09,49.03
40.06,21.14,53.58,51.52,45.122,49.04
40.07,21.14697,53.62,51.55,45.15,49.064
40.07,21.15,53.62377,51.57,45.155,49.25
40.07,21.15,53.63186,51.58,45.16575,49.253
40.09,21.15,53.64,51.59,45.17,49.256
40.1,21.16,53.65,51.59,45.18,49.26
40.13,21.16,53.68,51.59,45.2,49.26
40.13,21.17,53.69,51.59,45.21,49.29
40.15,21.18,53.73,51.6,45.29,49.3
40.17,21.18,53.75,51.61,45.3,49.30544
40.17,21.18,53.75,51.61,45.316,49.33
40.1763,21.19,53.76,51.63,45.34,49.33
40.18,21.19,53.77,51.65,45.357,49.34
40.18,21.2,53.79,51.71,45.361,49.34
40.19,21.2,53.79,51.72,45.363,49.355
40.19,21.2,53.8,51.73,45.39,49.374
40.19,21.21,53.81,51.73008,45.4,49.38
40.24,21.21,53.82,51.74,45.45,49.38
40.26,21.21,53.83,51.74,45.45,49.38
40.28,21.21,53.84,51.75,45.46,49.385
40.32,21.21,53.87,51.77,45.568,49.39
40.32,21.22,53.87,51.78,45.569,49.39
40.34,21.22,53.88,51.78,45.58,49.418
40.34,21.22,53.88945,51.8,45.62,49.4205
40.35,21.23,53.89,51.8,45.72,49.44
40.35,21.23,53.89,51.82,45.79,49.44
40.38807,21.23,53.9,51.82,45.807,49.45089
40.39,21.23,53.93,51.83,45.81,49.47
40.44,21.23,53.95,51.84,45.83967,49.5
40.45,21.23,53.96,51.85,45.85,49.508
40.45,21.23,53.99,51.86,45.9,49.527
40.48,21.23,54.03,51.89,45.9109,49.53558
40.51,21.24,54.05926,51.9,45.946,49.541
40.54,21.24,54.08,51.9,45.95,49.55
40.54,21.24,54.13,51.91,45.966,49.566
40.56,21.24,54.17,51.92,45.99,49.56845
40.6,21.24,54.17,51.93,46.01,49.61557
40.63,21.25,54.18,51.96,46.01555,49.63
40.64,21.25,54.2,51.96,46.03,49.631
40.65,21.26,54.22,51.97,46.08,49.65
40.69,21.26,54.25,51.97,46.105,49.66435
40.71,21.26,54.25,51.98545,46.11,49.66764
40.77,21.26,54.29,51.99552,46.152,49.67
40.83,21.27,54.29,52.01,46.316,49.67004
40.84,21.27,54.29,52.01,46.32,49.702
40.86,21.27,54.31,52.02,46.34,49.72
40.87,21.28,54.33,52.05,46.35747,49.752
40.88,21.28,54.34,52.06,46.36845,49.76
40.89,21.29,54.35,52.06,46.38,49.78
40.89,21.3,54.37,52.11,46.41,49.78
40.95,21.3,54.37,52.12,46.44,49.78
41.01,21.31,54.39,52.17,46.46,49.79
41.01,21.31,54.39,52.17,46.46,49.83
41.02,21.31,54.44,52.2,46.47,49.84
41.03,21.31,54.44,52.22,46.48625,49.89
41.14,21.32,54.45,52.25,46.51147,49.92
41.22,21.33,54.46,52.26,46.58,49.94
41.23,21.33,54.46,52.29,46.64,49.97
41.28,21.33,54.46,52.31,46.71,49.98
41.34,21.33,54.5,52.31,46.73011,49.999
41.34,21.34,54.5,52.38,46.738,50.05
41.35,21.34,54.5,52.4,46.75,50.07
41.35,21.34,54.5,52.43,46.76,50.07
41.39,21.34,54.5,52.44,46.77964,50.08
41.41,21.35,54.51,52.44,46.78,50.11
41.42,21.36,54.53,52.44006,46.8,50.11094
41.43,21.37,54.53,52.47,46.82,50.12
41.44,21.37,54.54,52.48,46.82,50.14
41.44,21.37,54.54,52.49,46.84,50.143
41.48,21.37,54.6,52.52,46.85,50.15
41.49,21.38,54.61,52.53,46.85,50.174
41.51,21.38,54.63,52.54,46.86,50.19
41.52,21.39,54.64258,52.54,46.873,50.2
41.55,21.39,54.66,52.64,46.9,50.2
41.55,21.4,54.68876,52.65,46.93,50.23
41.57,21.4,54.75,52.68,46.931,50.26
41.6,21.4,54.76,52.72,46.97,50.27
41.61,21.41,54.76,52.76,47.01,50.27
41.62,21.41,54.8,52.76,47.015,50.322
41.65,21.42,54.81,52.78,47.02,50.35
41.68,21.42,54.82,52.7822,47.04,50.36
41.68,21.42,54.82,52.79,47.05,50.37
41.69,21.42,54.82327,52.83,47.0535,50.38
41.69,21.43,54.83,52.85,47.078,50.39
41.69,21.43,54.85,52.86,47.086,50.4
41.71,21.43,54.86,52.86,47.1,50.42
41.71,21.43,54.87,52.87,47.10873,50.44
41.72,21.43,54.91,52.91,47.13,50.45
41.73,21.43,54.93562,52.91,47.149,50.47
41.73,21.44,54.94,52.93861,47.15749,50.5
41.74,21.44,54.95452,52.95,47.193,50.56
41.75,21.46,54.98,52.95,47.2,50.56
41.77,21.46,55.02,52.96899,47.21,50.572
41.79,21.46,55.05,53.05,47.24569,50.59
41.8,21.47,55.07,53.05,47.256,50.59
41.81,21.48,55.09725,53.07,47.28085,50.6
41.81,21.48,55.1,53.08079,47.31,50.62
41.81,21.49,55.11,53.1,47.32,50.623
41.82,21.49,55.11,53.11,47.32191,50.63
41.87,21.51,55.1383,53.13,47.34385,50.64
41.88,21.51,55.14,53.13,47.36577,50.66
41.9,21.51,55.14,53.15,47.421,50.67857
41.91,21.52,55.17,53.19,47.44,50.77
41.92,21.54,55.18454,53.25,47.46437,50.78
41.94,21.54,55.19077,53.26,47.47,50.81
41.95533,21.54,55.2,53.28,47.53,50.812
41.98,21.54,55.21,53.29,47.54,50.83
41.98,21.54,55.21,53.29,47.54,50.837
41.99,21.54,55.22,53.31,47.607,50.85
42,21.55,55.22,53.31,47.62,50.87
42,21.55,55.25,53.32,47.64,50.88
42.02,21.57,55.26,53.33,47.643,50.908
42.09696,21.58,55.26,53.36808,47.65,50.96
42.1,21.58,55.29,53.38,47.66,50.96
42.14,21.58,55.31,53.38,47.69,50.97
42.14,21.58,55.34,53.38805,47.705,51.04
42.16,21.59,55.35,53.39,47.7659,51.05
42.17,21.59,55.38,53.41,47.766,51.11
42.18,21.59,55.38,53.44,47.783,51.13
42.19,21.59,55.41,53.44,47.79,51.14
42.2,21.59,55.45,53.45,47.81,51.14984
42.2,21.6,55.46,53.55747,47.89,51.15
42.2,21.6,55.48,53.6,47.94,51.16
42.22,21.6,55.49,53.6,47.95,51.16
42.22,21.6,55.53,53.63,47.99,51.16028
42.25,21.61,55.54,53.66,48.01,51.17
42.25,21.61,55.54,53.67,48.046,51.22
42.26,21.61,55.58,53.68,48.05,51.27
42.27,21.61,55.58,53.69,48.05,51.27
42.28,21.61,55.59,53.7,48.07531,51.29
42.32,21.62,55.62,53.7,48.08,51.30544
42.33,21.62,55.65,53.71,48.103,51.336
42.34,21.62,55.67,53.71,48.12,51.35
42.4,21.63,55.68,53.71,48.14,51.38
42.4,21.63,55.74,53.75,48.15255,51.407
42.42,21.63,55.75506,53.75,48.16,51.42
42.42,21.64,55.769,53.77,48.16,51.44
42.46206,21.65,55.77,53.77,48.199,51.48
42.48,21.65,55.79312,53.79,48.242,51.49
42.52,21.65,55.8,53.79,48.25,51.516
42.53,21.66,55.8,53.8,48.251,51.52
42.54,21.66,55.83,53.81,48.26705,51.53
42.54379,21.66,55.84,53.81,48.29,51.55
42.55,21.66,55.85,53.85,48.3,51.555
42.55723,21.67,55.85,53.94,48.33,51.58
42.6,21.67279,55.86,53.97,48.35,51.58
42.64,21.68,55.89,54.02,48.35,51.62
42.64,21.68,55.89,54.03,48.36849,51.62
42.69,21.68,55.90001,54.03,48.4,51.63
42.69,21.69,55.91,54.06,48.42,51.638
42.7,21.69,55.91,54.08,48.45,51.64515
42.72,21.69,55.92,54.1,48.45338,51.656
42.72,21.7,55.92234,54.14,48.47262,51.66
42.73,21.7,55.96,54.16,48.505,51.664
42.74,21.71,55.96,54.16,48.51371,51.67
42.75,21.71,55.98,54.19,48.582,51.67807
42.75,21.71,55.99,54.19,48.58269,51.69
42.75,21.71,56.01,54.19,48.63,51.71
42.77,21.72,56.03,54.21,48.68,51.73
42.79,21.72,56.05,54.22,48.681,51.74
42.84,21.72,56.08,54.23,48.692,51.755
42.88,21.72,56.08,54.23,48.7,51.76
42.88,21.73,56.08,54.26,48.722,51.77
42.89,21.73,56.09,54.27,48.75,51.81
42.89,21.74,56.09,54.28,48.77121,51.82
42.9,21.74,56.14,54.31,48.78,51.828
42.91,21.75,56.15,54.31093,48.8,51.879
42.92,21.75,56.2,54.32,48.85,51.886
42.92,21.76,56.22,54.34,48.93,51.89
42.93,21.77,56.22,54.35,48.936,51.94
42.95,21.77,56.23,54.36,48.94,51.95
42.97,21.77,56.29,54.38,48.94,51.97
42.99,21.77,56.3,54.39,48.96,51.97
43.01,21.78,56.31,54.4,49.034,51.98
43.02,21.78,56.31,54.41,49.064,51.999
43.04,21.78,56.33,54.44,49.08,52.007
43.05,21.79,56.33,54.46,49.105,52.018
43.07,21.79,56.33,54.47,49.12,52.04
43.08,21.79,56.35,54.47,49.14,52.05
43.09,21.79,56.35,54.5,49.14,52.105
43.11,21.79,56.36,54.51,49.21,52.12243
43.12,21.8,56.36,54.51414,49.231,52.13014
43.12,21.8,56.36,54.51604,49.24,52.14
43.13,21.8,56.37,54.52,49.24,52.15
43.14,21.8,56.37,54.52,49.278,52.15
43.17,21.8,56.38,54.53,49.278,52.16
43.17,21.8,56.38755,54.54,49.339,52.16354
43.2,21.8,56.4,54.57,49.35,52.18
43.24,21.82,56.4,54.58,49.37,52.21
43.24,21.82,56.44,54.58,49.379,52.22
43.25,21.82,56.45,54.59,49.38,52.23
43.25,21.82,56.46,54.6,49.382,52.23
43.26,21.82,56.5,54.61,49.41,52.24
43.26,21.83,56.51389,54.63,49.41778,52.25
